strength,length,lowers,uppers,digits,specials,entropy,continous,words
2,15,7,5,3,0,20.464432789432788,0,0
1,9,5,0,4,0,13.079761904761904,1,0
1,11,8,0,3,0,13.376082251082252,0,0
1,9,6,0,3,0,11.413095238095238,0,1
1,8,6,0,2,0,7.996428571428571,0,0
1,10,6,0,4,0,13.69642857142857,0,0
0,7,5,0,2,0,6.0738095238095235,0,0
0,7,1,0,6,0,13.221428571428572,0,1
2,16,7,7,2,0,22.012687312687312,0,0
2,16,8,6,2,0,20.84548645798646,0,0
1,12,4,0,8,0,19.461075036075037,0,1
1,8,5,0,3,0,10.263095238095238,0,0
0,7,5,0,2,0,6.74047619047619,0,0
1,10,7,0,3,0,10.337698412698414,0,0
1,11,5,0,6,0,15.080122655122656,0,0
1,10,4,0,6,0,14.171031746031748,0,1
1,10,9,0,1,0,8.737698412698412,0,0
1,13,7,0,6,0,20.645313020313022,0,0
1,8,6,0,2,0,8.49642857142857,0,0
1,10,7,0,3,0,12.201984126984128,0,0
2,16,3,10,3,0,26.039930902430903,0,0
2,16,5,9,2,0,22.294530469530468,0,0
2,16,5,10,1,0,21.9765762015762,0,0
1,10,9,0,1,0,8.871031746031747,1,0
1,11,5,0,6,0,18.50703463203463,1,1
1,9,5,0,4,0,10.00436507936508,0,0
1,9,7,0,2,0,9.663095238095238,0,0
0,5,5,0,0,0,2.716666666666667,0,0
1,10,7,0,3,0,12.398809523809526,0,1
2,16,5,7,4,0,23.7363344988345,0,0
1,10,7,0,3,0,12.398809523809526,1,0
0,7,6,0,1,0,5.907142857142857,0,0
2,15,2,7,3,3,29.93735153735154,0,0
1,9,5,0,4,0,10.698809523809523,0,0
2,16,9,6,1,0,19.62578255078255,0,0
1,10,3,0,7,0,17.663095238095238,0,0
0,6,4,0,2,0,6.716666666666667,0,0
2,16,3,10,3,0,26.19185397935398,0,0
1,12,8,0,4,0,16.126082251082252,1,0
0,6,4,0,2,0,5.05,0,0
2,14,7,0,5,2,24.553249528249527,0,0
1,12,8,0,4,0,15.21497113997114,0,0
1,13,2,0,11,0,27.61344488844489,0,1
1,10,1,0,9,0,21.21309523809524,0,1
1,9,0,2,7,0,18.01309523809524,0,1
1,10,0,6,4,0,17.663095238095238,1,0
0,6,5,0,1,0,4.55,0,0
1,9,8,0,1,0,6.171031746031746,0,0
1,13,6,0,7,0,18.63415195915196,0,0
2,16,2,8,6,0,28.600940725940728,0,0
2,16,3,11,2,0,25.028224553224554,0,0
1,11,5,0,6,0,18.50703463203463,0,0
1,13,5,0,8,0,20.480305805305807,1,0
2,15,5,7,3,0,23.217968142968147,0,0
2,16,3,9,4,0,26.143935231435233,0,0
2,16,7,8,1,0,21.34251026751027,0,0
0,6,2,0,4,0,9.65,0,0
1,13,8,0,5,0,18.895313020313022,0,0
2,16,4,8,4,0,24.551103063603062,0,0
2,16,5,9,2,0,23.60867882117882,0,0
1,10,9,0,0,1,9.071031746031746,0,0
2,16,4,10,2,0,24.125843600843602,0,0
1,11,4,0,7,0,16.79440836940837,1,1
2,15,7,5,3,0,18.437748362748362,0,0
2,16,6,8,2,0,22.295324120324118,0,0
1,12,11,0,1,0,10.230122655122653,0,0
1,11,3,0,8,0,21.60703463203463,1,1
1,12,8,0,4,0,13.911075036075033,0,0
1,13,0,11,2,0,21.479476079476083,0,0
1,8,7,0,0,1,7.9071428571428575,0,0
1,10,4,0,6,0,14.979761904761904,0,0
1,10,2,0,8,0,20.21309523809524,0,0
1,12,11,0,1,0,8.896789321789322,0,0
2,16,5,8,3,0,22.764173326673326,0,0
1,8,5,0,3,0,9.11547619047619,0,0
2,15,3,9,3,0,24.33185703185703,0,0
2,18,16,0,1,1,18.7191776360894,0,0
0,6,0,4,2,0,8.733333333333334,0,0
1,9,6,0,3,0,8.504365079365078,1,0
1,9,7,0,2,0,9.698809523809524,0,1
2,16,5,9,2,0,23.561359473859472,0,0
1,8,6,0,2,0,8.596428571428572,0,0
2,16,5,9,2,0,21.75249195249195,0,0
1,11,7,0,4,0,12.994408369408367,0,0
0,6,5,0,1,0,5.1499999999999995,0,0
1,8,5,0,3,0,9.929761904761904,0,0
1,8,5,0,3,0,9.282142857142857,0,0
2,17,8,1,8,0,28.339278940014236,0,0
2,16,7,8,1,0,20.17941502941503,0,0
0,7,6,0,1,0,6.121428571428572,0,1
2,14,5,6,3,0,20.115623265623263,0,0
2,14,5,1,8,0,25.14531302031302,0,0
2,14,2,2,8,2,30.76362803862804,0,0
1,13,9,0,4,0,17.117535242535244,0,0
1,12,5,0,7,0,17.711075036075037,0,0
1,10,4,0,6,0,17.379761904761903,1,0
1,10,9,0,1,0,8.821031746031746,0,0
1,10,5,0,5,0,13.398809523809522,0,0
2,20,10,6,4,0,28.162484432492167,0,0
1,8,5,0,3,0,10.24642857142857,0,0
1,8,7,0,1,0,7.0321428571428575,1,0
1,9,5,0,4,0,13.079761904761904,0,1
2,14,9,2,3,0,18.0739565989566,0,0
2,16,8,7,1,0,20.07717143967144,0,0
1,10,3,0,7,0,18.879761904761903,0,0
1,13,11,0,2,0,12.153199578199576,0,0
1,10,2,0,8,0,17.63531746031746,0,0
1,10,6,0,4,0,14.113095238095237,0,1
1,9,2,0,7,0,17.51309523809524,0,1
1,8,6,0,2,0,8.21547619047619,0,0
1,12,10,0,2,0,12.480122655122655,0,0
1,9,2,0,7,0,17.51309523809524,0,0
1,11,8,0,3,0,13.376082251082252,2,0
2,16,3,10,3,0,25.39393523143523,0,0
1,8,3,0,5,0,13.246428571428572,0,0
1,9,5,0,4,0,12.532142857142857,0,0
1,13,10,0,3,0,15.317535242535243,0,0
1,12,7,0,5,0,14.563455988455988,0,0
2,19,13,0,5,1,27.526572348360272,0,0
2,16,10,4,2,0,17.775620213120213,0,0
1,8,7,0,1,0,7.0321428571428575,0,1
2,16,4,9,3,0,23.46691502941503,0,0
1,12,3,0,9,0,21.29440836940837,0,0
2,20,5,1,14,0,42.10678102856896,0,0
1,10,6,0,4,0,10.90436507936508,0,0
1,9,6,0,3,0,10.521031746031746,0,0
1,13,4,0,9,0,25.6262654012654,0,0
2,14,6,5,3,0,17.46232656232656,0,0
2,16,6,8,2,0,22.67802614052614,0,0
2,16,4,8,4,0,26.178224553224556,0,0
1,10,5,0,5,0,14.787698412698411,0,0
0,6,5,0,1,0,5.216666666666667,0,1
2,14,8,3,3,0,15.796417471417472,0,0
1,10,3,0,7,0,15.885317460317461,1,0
1,8,0,6,2,0,12.29642857142857,0,0
2,16,6,7,3,0,23.754216616716615,0,0
1,12,6,0,6,0,17.222186147186143,0,0
1,11,7,0,4,0,15.126082251082252,0,0
2,14,3,8,3,0,20.15520868020868,0,0
1,8,5,0,3,0,7.61547619047619,0,0
0,6,4,0,2,0,4.55,0,0
1,8,7,0,1,0,6.9488095238095235,0,0
1,12,10,0,2,0,12.277741702741702,0,0
1,8,5,0,3,0,9.632142857142856,0,0
1,8,6,0,2,0,7.9488095238095235,0,0
2,31,15,7,8,1,50.318035696253716,0,0
1,8,6,0,2,0,7.882142857142856,0,0
1,10,1,0,9,0,19.613095238095237,0,1
1,9,7,0,2,0,8.671031746031744,0,0
2,16,5,6,5,0,24.621615884115883,0,0
1,12,9,0,3,0,14.348304473304474,1,0
1,8,0,4,4,0,12.888095238095238,0,0
1,9,8,0,1,0,7.7710317460317455,0,1
1,8,0,6,2,0,12.29642857142857,0,1
0,7,5,0,2,0,6.907142857142856,0,0
1,8,2,0,6,0,12.382142857142858,2,0
1,11,7,0,4,0,12.298304473304471,0,0
1,11,3,0,8,0,21.60703463203463,0,1
2,16,7,1,8,0,27.293527306027308,0,1
2,16,7,6,3,0,21.296615884115884,0,0
2,16,6,9,1,0,21.191096403596404,0,0
1,9,7,0,2,0,9.635317460317461,0,0
1,11,6,0,5,0,16.840367965367964,0,0
1,10,8,0,2,0,8.071031746031746,0,0
1,8,4,0,4,0,9.96547619047619,0,0
1,11,10,0,0,1,10.707395382395383,0,0
1,8,5,0,3,0,8.21547619047619,0,0
1,9,7,0,2,0,9.171031746031746,0,0
2,27,23,1,3,0,28.40253910596116,0,0
2,16,10,5,1,0,17.836695249195248,0,0
2,16,3,9,4,0,25.935168997669,0,0
1,11,8,0,3,0,10.313455988455987,0,0
1,13,11,0,2,0,13.499353424353426,0,0
1,9,5,0,4,0,11.882142857142856,0,0
1,9,3,0,6,0,15.579761904761904,1,0
1,8,1,0,7,0,14.096428571428572,0,1
2,16,2,12,2,0,25.20659756909757,0,0
1,8,5,0,3,0,8.282142857142857,0,0
2,16,6,8,2,0,22.319728882228883,0,0
1,10,6,0,4,0,13.801984126984127,0,0
1,9,7,0,2,0,9.10436507936508,0,0
1,8,4,0,4,0,11.679761904761904,0,0
2,20,2,2,14,2,47.50678102856896,0,0
2,16,7,7,2,0,21.464473026973025,0,0
2,14,6,5,3,0,20.606099456099454,0,0
1,12,4,0,8,0,19.461075036075037,0,0
2,16,9,6,1,0,19.03117576867577,0,0
1,12,10,0,2,0,12.492748917748917,0,0
1,12,6,0,6,0,15.996789321789322,2,0
2,15,8,3,4,0,20.251734376734376,0,0
1,8,0,2,6,0,15.346428571428572,0,0
0,6,4,0,2,0,6.1499999999999995,0,0
2,15,5,7,3,0,22.340623265623265,0,0
0,7,6,0,1,0,4.4071428571428575,0,0
1,12,6,0,6,0,17.140367965367965,0,0
1,11,8,0,3,0,13.098304473304474,0,1
0,7,6,0,1,0,6.0738095238095235,0,0
1,10,8,0,2,0,8.871031746031747,0,0
2,16,2,8,6,0,27.356633644133645,0,0
2,16,3,10,3,0,25.977430902430903,0,0
1,8,4,0,4,0,11.763095238095238,0,0
1,9,7,0,2,0,8.948809523809523,0,0
1,9,3,0,6,0,13.74642857142857,0,0
0,6,4,0,2,0,4.883333333333333,0,0
2,16,4,10,2,0,23.475248362748363,0,0
2,16,7,7,2,0,20.290861915861917,0,0
1,13,10,0,3,0,12.153199578199576,0,0
2,16,10,3,3,0,19.964112276612276,0,0
0,7,5,0,2,0,7.121428571428571,0,0
1,9,6,0,3,0,8.504365079365078,0,1
1,8,1,0,7,0,15.846428571428572,2,1
1,9,3,0,6,0,13.532142857142857,1,1
1,8,5,0,3,0,10.413095238095238,1,1
1,12,7,0,5,0,17.876082251082252,0,0
1,10,8,0,2,0,10.348809523809523,0,0
1,8,5,0,3,0,10.298809523809524,0,0
2,16,7,7,2,0,20.781771006771006,0,0
2,16,7,7,2,0,21.90381979131979,0,0
1,8,6,0,2,0,8.11547619047619,0,0
1,8,4,0,4,0,11.198809523809523,0,0
0,6,2,0,4,0,9.65,0,1
2,16,4,9,3,0,23.82465312465313,0,0
1,11,5,0,6,0,15.431637806637806,0,0
1,11,10,0,0,1,10.64678932178932,0,0
1,13,6,0,7,0,22.359598734598734,0,0
2,14,10,1,2,1,17.21363913863914,0,0
1,8,2,0,6,0,14.846428571428572,0,0
1,9,4,0,5,0,14.679761904761904,0,0
1,8,3,0,5,0,11.679761904761904,0,0
2,16,8,6,2,0,20.496514596514597,0,0
1,11,0,2,9,0,22.131277056277057,3,1
1,8,2,0,6,0,14.846428571428572,1,1
1,10,7,0,3,0,11.837698412698414,0,0
1,8,0,4,4,0,12.60595238095238,0,0
1,12,7,0,5,0,17.81259018759019,0,0
1,10,0,2,8,0,20.71309523809524,0,0
0,6,3,0,3,0,8.316666666666666,0,0
1,10,3,0,7,0,15.885317460317461,0,0
2,15,8,4,3,0,20.38506771006771,0,0
1,8,5,0,3,0,7.61547619047619,1,0
1,11,10,0,1,0,7.980122655122655,0,0
0,7,4,0,3,0,9.388095238095238,1,0
2,16,4,8,4,0,24.838603063603063,0,0
1,11,2,0,9,0,20.322186147186148,0,0
1,8,6,0,2,0,8.746428571428572,0,1
1,10,1,0,9,0,19.879761904761903,1,1
0,6,4,0,2,0,6.216666666666667,0,0
1,13,11,0,2,0,10.819866244866244,0,0
1,12,4,0,8,0,19.461075036075037,2,0
1,13,9,0,4,0,17.049159174159175,0,0
1,8,6,0,2,0,8.548809523809524,0,0
1,12,4,0,8,0,19.959415584415584,0,0
0,7,5,0,2,0,7.34047619047619,0,0
1,9,7,0,2,0,7.948809523809524,0,0
1,13,9,0,4,0,17.067535242535243,0,0
1,8,0,0,6,2,17.34642857142857,0,0
1,10,3,0,7,0,18.879761904761903,0,1
1,13,12,0,1,0,11.66602009102009,0,0
1,10,7,0,3,0,9.404365079365078,1,1
1,9,6,0,3,0,11.301984126984127,1,0
2,16,5,6,5,0,24.328001165501163,0,0
1,12,8,0,4,0,15.738852813852812,0,0
2,16,6,9,1,0,22.241716616716616,0,0
2,16,7,8,1,0,19.913282550782547,0,0
2,14,3,6,5,0,24.006759906759903,0,0
1,13,10,0,3,0,15.16602009102009,0,0
1,11,9,0,2,0,11.598304473304474,0,1
2,16,5,9,2,0,23.98074286824287,0,0
2,16,4,9,3,0,24.426698301698305,0,0
0,6,4,0,2,0,4.55,0,1
1,9,5,0,4,0,13.079761904761904,1,1
2,17,13,0,3,1,21.45965382656559,0,0
2,16,8,6,2,0,21.335601898101896,0,0
1,13,5,0,8,0,24.026265401265402,0,0
1,8,5,0,3,0,9.329761904761904,0,0
2,14,6,0,7,1,25.34288211788212,0,0
1,10,9,0,1,0,7.071031746031746,0,0
2,14,8,3,3,0,15.821514596514596,0,0
2,16,5,8,3,0,23.535306360306357,0,0
2,14,10,1,3,0,14.165104340104339,0,0
1,9,3,0,6,0,13.271031746031747,1,1
1,9,8,0,1,0,7.885317460317461,0,0
1,10,8,0,2,0,10.563095238095238,0,0
1,10,7,0,3,0,12.363095238095237,0,0
1,10,7,0,3,0,9.404365079365078,0,0
1,8,4,0,4,0,9.596428571428572,0,0
1,11,4,0,7,0,20.10703463203463,0,0
1,12,9,0,3,0,14.024567099567097,0,0
1,8,2,0,6,0,13.013095238095238,0,0
1,12,8,0,4,0,15.724567099567096,0,0
2,15,7,5,3,0,18.220659895659896,0,0
1,8,4,0,4,0,9.929761904761904,0,0
2,15,11,1,2,1,18.63891386391386,0,0
1,10,9,0,1,0,7.071031746031746,0,1
2,16,5,9,2,0,23.386954711954715,0,0
2,16,4,9,3,0,23.723101898101895,0,0
1,10,6,0,4,0,14.113095238095237,1,0
1,11,3,0,8,0,18.54440836940837,1,0
1,12,2,0,10,0,23.038852813852817,0,0
2,16,7,7,2,0,21.67621545121545,0,0
2,21,18,1,1,1,22.873688914284884,0,0
2,16,3,9,4,0,26.168563381063386,0,0
1,13,9,0,4,0,13.971381396381394,0,0
1,9,1,0,8,0,18.51309523809524,0,1
1,12,6,0,6,0,19.590367965367964,0,0
1,9,6,0,3,0,11.413095238095238,1,1
1,8,5,0,3,0,8.032142857142857,0,0
1,8,4,0,4,0,9.382142857142856,0,0
1,9,7,0,2,0,9.698809523809524,1,0
1,10,4,0,6,0,14.171031746031748,2,0
2,16,9,4,3,0,20.059747197247194,0,0
1,9,8,0,1,0,7.948809523809524,1,0
2,16,3,11,2,0,24.38860306360306,0,0
0,7,5,0,2,0,5.907142857142857,0,0
1,9,0,2,7,0,18.01309523809524,0,0
1,11,5,0,6,0,18.50703463203463,2,1
2,15,3,9,3,0,21.826637251637248,0,0
2,14,6,5,3,0,20.608047508047505,0,0
1,11,7,0,4,0,13.994408369408367,0,0
1,13,10,0,3,0,15.317535242535243,1,0
1,9,6,0,3,0,8.504365079365078,0,0
1,13,9,0,4,0,14.777131202131201,0,0
1,8,6,0,2,0,6.282142857142857,0,0
1,12,7,0,5,0,15.011075036075034,0,0
1,10,5,0,5,0,12.504365079365082,1,0
1,11,9,0,2,0,11.361075036075036,0,0
1,9,4,0,5,0,11.604365079365081,0,0
1,12,9,0,3,0,13.480122655122655,0,0
1,8,2,0,6,0,14.846428571428572,2,1
0,7,5,0,2,0,7.621428571428571,0,0
2,16,5,10,1,0,22.83695471195471,0,0
0,7,5,0,2,0,7.0738095238095235,0,0
2,16,2,12,2,0,25.308520646020646,0,0
1,10,7,0,3,0,12.398809523809526,1,1
0,7,5,0,2,0,5.407142857142857,0,1
2,16,4,0,11,1,31.329516317016317,0,0
1,10,2,0,8,0,17.63531746031746,0,1
0,7,5,0,2,0,7.24047619047619,0,0
2,18,13,1,4,0,22.017800418535714,0,0
1,13,11,0,2,0,13.28415195915196,0,0
2,16,5,9,2,0,23.261557886557885,0,0
2,16,5,6,5,0,25.98828255078255,0,0
1,11,0,9,2,0,17.769336219336218,0,0
1,12,8,0,4,0,13.548304473304473,0,0
1,12,8,0,4,0,12.730122655122655,0,0
1,13,0,5,8,0,26.742932067932067,0,0
1,13,9,0,4,0,17.117535242535244,1,0
2,15,6,6,3,0,19.17663725163725,0,0
1,10,3,0,7,0,16.74642857142857,0,0
1,8,4,0,4,0,10.96547619047619,0,0
2,15,6,6,3,0,21.408877233877234,0,0
2,14,5,0,8,1,27.64531302031302,0,1
1,11,10,0,1,0,9.780122655122655,0,0
2,16,9,6,1,0,19.659014596514595,0,0
1,10,2,0,8,0,20.21309523809524,0,1
1,8,7,0,1,0,5.2821428571428575,0,0
2,16,7,6,3,0,22.37451576201576,0,0
1,10,9,0,1,0,8.871031746031747,0,1
1,9,3,0,6,0,13.271031746031747,0,1
2,16,8,7,1,0,20.12419524919525,0,0
2,17,12,0,4,1,23.666609942345236,0,0
2,16,6,8,2,0,23.12994921744922,0,0
1,11,5,0,6,0,17.988852813852812,0,0
1,8,3,0,5,0,10.715476190476192,0,0
2,16,7,7,2,0,20.085504773004775,0,0
2,16,4,9,3,0,24.429674492174495,0,0
1,10,1,0,9,0,19.413095238095238,0,1
1,10,3,0,7,0,18.879761904761903,1,0
2,14,8,2,4,0,18.91403596403596,0,0
1,10,0,6,4,0,16.058730158730157,0,0
1,8,0,5,3,0,12.947619047619048,0,0
1,10,2,0,8,0,18.21309523809524,0,0
1,12,8,0,4,0,15.631637806637805,0,0
1,10,5,0,5,0,15.779761904761905,1,0
1,8,6,0,2,0,6.282142857142857,0,1
1,10,7,0,3,0,10.648809523809526,0,0
1,8,5,0,3,0,10.048809523809524,1,0
2,14,5,6,3,0,18.149195249195248,0,0
1,12,1,0,11,0,24.857034632034633,0,1
1,8,2,0,6,0,12.74642857142857,0,0
2,16,7,8,1,0,20.43999195249195,0,0
1,11,5,0,6,0,15.080122655122656,0,1
2,16,7,7,2,0,20.01467143967144,0,0
2,14,6,5,3,0,17.47865745365745,0,0
1,9,0,4,5,0,16.10595238095238,0,0
1,11,9,0,2,0,10.813455988455988,0,0
1,8,5,0,3,0,9.448809523809523,0,0
1,10,2,0,8,0,17.813095238095237,0,1
1,13,8,0,5,0,17.03415195915196,0,0
2,16,4,9,3,0,25.041579254079252,0,0
2,16,7,6,3,0,22.958953546453547,0,0
1,11,3,0,8,0,18.54440836940837,3,0
1,10,3,0,7,0,18.279761904761905,1,1
1,8,3,0,5,0,12.798809523809524,0,0
1,13,9,0,4,0,16.000818625818624,0,0
2,16,5,8,3,0,23.95838328338328,0,0
1,13,7,0,6,0,16.919866244866245,0,0
1,10,6,0,4,0,11.648809523809522,0,1
2,18,10,1,6,1,28.498874899610197,0,0
2,14,2,0,11,1,31.411979686979684,0,0
1,9,4,0,5,0,13.687698412698413,0,0
2,14,5,6,3,0,20.84776612276612,0,0
2,16,6,9,1,0,21.273325285825287,0,0
2,16,4,6,6,0,27.236359473859473,0,0
1,11,5,0,6,0,18.50703463203463,1,0
2,15,6,6,3,0,19.145659895659893,0,0
1,10,0,7,3,0,16.80595238095238,0,0
2,16,10,5,1,0,18.237524975024975,0,0
2,16,11,4,1,0,17.55217143967144,0,0
1,9,6,0,2,1,12.270238095238094,0,0
1,13,7,0,6,0,20.645313020313022,2,0
2,23,14,0,8,1,37.00501202462603,0,0
1,9,8,0,1,0,7.837698412698412,0,0
1,11,4,0,7,0,16.79440836940837,0,1
1,8,6,0,2,0,8.382142857142856,0,0
1,9,0,6,3,0,13.94920634920635,0,0
1,9,0,7,2,0,14.105952380952381,0,0
2,16,9,6,1,0,19.31764763014763,0,0
2,15,5,7,3,0,20.24254634254634,0,0
2,16,6,5,5,0,25.03324592074592,0,0
1,9,8,0,1,0,7.948809523809524,0,1
0,7,5,0,2,0,7.673809523809523,0,0
2,15,8,3,4,0,19.329390054390053,0,0
1,8,7,0,1,0,6.282142857142857,0,0
2,16,9,4,3,0,20.95121545121545,0,0
2,16,6,8,2,0,23.198859473859475,0,0
2,16,5,9,2,0,22.84713480963481,0,0
2,14,10,1,3,0,16.28506771006771,1,0
1,10,9,0,1,0,7.071031746031746,1,0
2,16,3,10,3,0,25.283520646020648,0,0
0,6,4,0,2,0,6.6499999999999995,0,0
1,8,4,0,4,0,9.329761904761904,0,0
1,9,8,0,1,0,7.171031746031746,1,0
2,15,10,0,4,1,21.836582861582862,0,0
2,16,8,6,2,0,20.143105505605504,0,0
1,10,7,0,3,0,11.951984126984128,0,0
2,16,8,7,1,0,18.553819791319793,0,0
2,16,3,12,1,0,23.248004773004773,0,0
1,8,6,0,2,0,6.9488095238095235,0,0
1,10,8,0,2,0,10.471031746031745,0,0
1,10,8,0,2,0,10.598809523809525,0,0
1,9,7,0,2,0,7.171031746031746,0,1
1,13,6,0,7,0,22.359598734598734,3,0
2,14,9,0,3,2,18.11748529248529,1,0
1,11,0,8,3,0,18.626479076479075,0,0
2,15,9,0,4,2,24.52632645132645,0,1
2,16,6,7,3,0,22.925818625818625,0,0
2,14,9,0,4,1,20.803249528249527,0,0
2,14,5,4,5,0,21.223956598956597,0,0
1,10,8,0,2,0,10.621031746031747,0,0
1,8,4,0,4,0,9.11547619047619,0,0
1,12,4,0,8,0,22.85703463203463,0,1
1,9,7,0,2,0,7.921031746031746,0,0
2,14,1,10,3,0,23.515190365190367,0,0
1,8,2,0,6,0,12.382142857142858,0,1
1,9,3,0,6,0,13.271031746031747,2,1
1,13,7,0,6,0,17.650868575868575,2,0
2,15,4,8,3,0,22.915623265623267,0,0
0,6,1,0,5,0,8.983333333333334,0,1
2,16,9,5,2,0,19.868838106338107,0,0
1,11,2,0,9,0,22.940367965367965,0,1
1,12,7,0,5,0,15.244408369408369,0,0
1,8,4,0,4,0,11.382142857142858,0,1
2,16,7,7,2,0,21.71899628149628,0,0
1,11,2,0,9,0,20.322186147186148,1,0
2,14,5,6,3,0,20.372766122766123,0,0
1,10,7,0,3,0,12.148809523809522,0,0
1,8,2,0,6,0,12.465476190476192,0,0
1,10,4,0,6,0,14.285317460317462,0,0
2,16,6,8,2,0,22.12504995004995,0,0
